,Reaction,Product
117129,O = C 1 C C S ( = O ) ( = O ) c 2 s c c c 2 1 > A_C1CCOC1,O = S 1 ( = O ) C C [C@@H] ( O ) c 2 c c s c 2 1
866646,C = C C C c 1 c c c c ( C = O ) c 1 > A_[Na+] A_CO,C = C C C c 1 c c c c ( C O ) c 1
95007,C [O-] . C c 1 c c ( Br ) c c 2 c c c ( Cl ) n c 1 2 > A_[Na+] A_CO A_[Na],C O c 1 c c c 2 c c ( Br ) c c ( C ) c 2 n 1
569090,C C N . O = C ( Cl ) O C c 1 c c c c c 1 > A_ClCCl A_CCN(C(C)C)C(C)C,C C N C ( = O ) O C c 1 c c c c c 1
790135,O = [N+] ( [O-] ) c 1 c c ( Br ) c n c 1 N 1 C C C C C 1 > A_O A_CCOC(C)=O,N c 1 c c ( Br ) c n c 1 N 1 C C C C C 1
435791,C C O / C ( C ) = C ( \ C # N ) C ( N ) = S . N > A_CO,C / C ( N ) = C ( / C # N ) C ( N ) = S
106860,N c 1 c c c ( S ) c c 1 . O = C ( O ) C Cl > A_O A_[Na+] A_CCO A_[OH-] A_O=C([O-])O,N c 1 c c c ( S C C ( = O ) O ) c c 1
122412,C O C ( = O ) Cl . O = C 1 C = C C ( = O ) N 1 > A_CCOC(C)=O A_CN1CCOCC1,C O C ( = O ) N 1 C ( = O ) C = C C 1 = O
501820,O = C c 1 c c c ( Br ) c c 1 F . O C C O > A_ClCCCl A_Cc1ccc(S(=O)(=O)O)cc1,F c 1 c c ( Br ) c c c 1 C 1 O C C O 1
885154,C C c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 N C ( C ) = O > A_O A_O=S(=O)(O)O,C C c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 N
333013,C C O C ( = O ) c 1 c n c 2 c c c ( O C ) c c 2 c 1 > A_[Na+] A_CCO A_[OH-],C O c 1 c c c 2 n c c ( C ( = O ) O ) c c 2 c 1
129026,C C C C N C . O = C ( O ) C C C C C Br >,C C C C N ( C ) C ( = O ) C C C C C Br
238133,C O C ( = O ) [C@@H] ( C ) C O C c 1 c c c c c 1 > A_C1CCOC1 A_CCOC(C)=O A_[H-] A_CCCCCC A_[Li+],C [C@@H] ( C O ) C O C c 1 c c c c c 1
136733,C C C C Br . C c 1 c c c ( O ) c n 1 > A_[K+] A_O=C([O-])[O-] A_CC(C)=O,C C C C O c 1 c c c ( C ) n c 1
15433,C # C C ( Cl ) ( C C C ) C C C . [NH2-] > A_[Na+] A_CCOCC A_N A_[Na],C # C C ( N ) ( C C C ) C C C
468915,C 1 C C O C 1 . C c 1 c c c c ( C = O ) c 1 O > A_O A_[Cl-] A_[NH4+],C = C C ( O ) c 1 c c c c ( C ) c 1 O
788280,C [N+] ( = O ) [O-] . O = C 1 N c 2 c c c ( F ) c c 2 C 1 = O > A_O,O = C 1 N c 2 c c c ( F ) c c 2 C 1 ( O ) C [N+] ( = O ) [O-]
18874,N # C C N 1 C C N ( c 2 c c c c c 2 ) C C 1 > A_O A_C1CCOC1 A_[Na+] A_[OH-] A_[H-] A_[Li+],N C C N 1 C C N ( c 2 c c c c c 2 ) C C 1
199064,Br P ( Br ) Br . O C C # C c 1 c c c c c 1 > A_c1ccncc1 A_CCOCC,Br C C # C c 1 c c c c c 1
401426,Br [Mg] c 1 c c c c c 1 . C C ( = O ) c 1 c c ( Br ) c c c 1 N >,C C ( O ) ( c 1 c c c c c 1 ) c 1 c c ( Br ) c c c 1 N
672324,C C ( C ) c 1 n n c 2 c 3 c ( Cl ) c s c 3 n c n 1 2 > A_CO A_[Cl-] A_[NH4+],C C ( C ) c 1 n [nH] c ( - c 2 c ( Cl ) c s c 2 N ) n 1
692219,C O C C ( = O ) C C ( C ) = O . N # C C C ( N ) = O > A_O A_CCO,C O C c 1 c c ( C ) [nH] c ( = O ) c 1 C # N
440532,C C O C ( = O ) C C c 1 c ( F ) c c ( O C ) c c 1 F > A_ClCCl A_[Cl-],C C O C ( = O ) C C c 1 c ( F ) c c ( O ) c c 1 F
771081,C C ( = O ) O . N [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) O >,C C ( = O ) N [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) O
789123,C O c 1 c c ( Cl ) n c ( O C ) n 1 . O = C ( [O-] ) [O-] > A_O A_[K+] A_O=C(O)CC(O)(CC(=O)O)C(=O)O,C O c 1 c c ( O ) n c ( O C ) n 1
188914,C C ( O ) C 1 C C 1 . [N-] = [N+] = C 1 C ( = O ) C O C 1 = O > A_CC(=O)[O-],C C ( O C 1 = C ( O ) C O C 1 = O ) C 1 C C 1
51333,C c 1 c c c c ( C ) c 1 N . Cl C ( Cl ) Cl > A_[Na+] A_ClCCl A_[OH-] A_[Cl-],[C-] # [N+] c 1 c ( C ) c c c c 1 C
311341,C # C C N 1 C C C C 1 = O . C N 1 C C C C ( C = N O ) C 1 >,C N 1 C C C C ( c 2 c c ( C N 3 C C C C 3 = O ) o n 2 ) C 1
194582,O C [C@H] 1 O C ( O ) [C@@H] ( O ) [C@@H] ( O ) [C@@H] 1 O >,O C [C@H] 1 O C ( O ) [C@H] ( O ) [C@@H] ( O ) [C@H] 1 O
584018,C = C c 1 c c ( C ( = O ) O C ) c c ( F ) c 1 O > A_C1CCOC1 A_CO A_[Pd],C C c 1 c c ( C ( = O ) O C ) c c ( F ) c 1 O
794666,C C O C ( = O ) C C 1 ( C C ( = O ) O C C ) C O C 1 > A_C1CCOC1 A_[Cl-] A_[NH4+],O C C C 1 ( C C O ) C O C 1
3497,C N = C = O . C c 1 n c o c 1 C S C C N >,C N C ( = O ) N C C S C c 1 o c n c 1 C
237429,O = c 1 [nH] c n c 2 c n c ( Cl ) c c 1 2 . [C-] # N > A_[K+] A_CN1CCCC1=O,N # C c 1 c c 2 c ( = O ) [nH] c n c 2 c n 1
601563,C C ( = O ) C C C O C c 1 c c c c c 1 > A_O A_[Na+] A_CO,C C ( O ) C C C O C c 1 c c c c c 1
559518,O = C c 1 c n c 2 c c c c c 2 c 1 > A_O A_[Na+] A_CCO,O C c 1 c n c 2 c c c c c 2 c 1
848479,O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 . O C C N C C O >,O = [N+] ( [O-] ) c 1 c c c ( N ( C C O ) C C O ) c c 1
68690,C 1 = C C C C C 1 . O = C c 1 c c c ( Br ) c c 1 > A_[Na+] A_CN(C)C=O A_CC(=O)[O-],O = C c 1 c c c ( C 2 = C C C C C 2 ) c c 1
42839,C # C C ( = O ) O C C . C C O . C C O C ( = O ) N N >,C C O C ( = O ) N N = C ( C C = O ) O C C
335904,C # C c 1 c c c c c 1 . O = C ( Cl ) C Cl > A_C1CCOC1 A_CCOC(C)=O A_[Cl-] A_[Li]CCCC A_CCCCCC,O = C ( C # C c 1 c c c c c 1 ) C Cl
857818,C C 1 ( C ) C ( = O ) C ( C ) ( C ) C 1 = O >,C C 1 ( C ) C ( O ) C ( C ) ( C ) C 1 O
112652,O = C 1 C = C ( N 2 C C c 3 c c c c c 3 2 ) C C C 1 > A_CN(C)C=O A_CC(=O)[O-],O = C 1 C C C c 2 c 1 c 1 c c c c 3 c 1 n 2 C C 3
201864,C C C C C C [C@H] ( F ) C C ( = O ) O C > A_C1CCOC1 A_[Na+] A_Cl A_[H-] A_O=S(=O)([O-])[O-] A_[Li+],C C C C C C [C@H] ( F ) C C O
264536,C C ( C ) ( C ) N . O = C ( O ) c 1 c c c ( F ) c n 1 >,C C ( C ) ( C ) N C ( = O ) c 1 c c c ( F ) c n 1
716618,C = C C ( = O ) O C . C c 1 n c c ( C = O ) c n 1 > A_O A_[Na+] A_C1COCCO1 A_[Cl-],C = C ( C ( = O ) O C ) C ( O ) c 1 c n c ( C ) n c 1
380422,C O c 1 c c c ( Cl ) c ( N ) c 1 . N # C [O-] > A_O A_[K+] A_CC(=O)O,C O c 1 c c c ( Cl ) c ( N C ( N ) = O ) c 1
300425,N # C c 1 c c c ( F ) c c 1 . O c 1 c c c ( Br ) c c 1 > A_[K+] A_CC#N,N # C c 1 c c c ( O c 2 c c c ( Br ) c c 2 ) c c 1
9360,Cl P ( c 1 c c c c c 1 ) c 1 c c c c c 1 > A_C1COCCO1 A_[Na],c 1 c c c ( P c 2 c c c c c 2 ) c c 1
901105,C c 1 c c c ( Br ) c ( C # N ) n 1 . c 1 c n [nH] c 1 > A_CN(C)C=O A_O=C([O-])[O-] A_[Cs+],C c 1 c c c ( - n 2 c c c n 2 ) c ( C # N ) n 1
228707,Cl C C Br . Cl c 1 c c c ( N 2 C C N C C 2 ) c c 1 Cl > A_CCN(CC)CC,Cl C C N 1 C C N ( c 2 c c c ( Cl ) c ( Cl ) c 2 ) C C 1
406531,C S ( = O ) ( = O ) Cl . O C C N C C c 1 c c c c c 1 > A_ClCCl A_CCN(CC)CC,C S ( = O ) ( = O ) O C C N ( C C c 1 c c c c c 1 ) S ( C ) ( = O ) = O
427352,O = C 1 C C 2 C C 1 C N ( C c 1 c c c c c 1 ) C 2 >,C N ( C ) C = C 1 C ( = O ) C 2 C C 1 C N ( C c 1 c c c c c 1 ) C 2
136174,C C O C ( = O ) C n 1 c c n 2 n c c c 1 2 . [NH4+] > A_CCO A_[OH-],N C ( = O ) C n 1 c c n 2 n c c c 1 2
504039,C O C ( = O ) [C@H] 1 C C [C@H] ( C O ) C C 1 > A_ClCCl A_CCOC(C)=O,C O C ( = O ) [C@H] 1 C C [C@H] ( C = O ) C C 1
244773,C C C O C C Cl . O c 1 c c c 2 c c o c 2 c 1 > A_O A_[Na+] A_[K+] A_CN(C)C=O A_O=C([O-])[O-],C C C O C C O c 1 c c c 2 c c o c 2 c 1
230788,C = C ( Cl ) C N = C = S . S C c 1 c c c c c 1 > A_Cc1ccccc1 A_CC#N,C = C ( Cl ) C N C ( = S ) S C c 1 c c c c c 1
114481,N C C C P ( = O ) ( O ) c 1 c c c c c 1 > A_O A_Cl A_[H][H],N C C C P ( = O ) ( O ) C 1 C C C C C 1
699433,Br c 1 c n c c ( Br ) c 1 . N c 1 c n c n c 1 > A_O=C([O-])[O-] A_Cc1ccccc1 A_[Cs+] A_[Pd],Br c 1 c n c c ( N c 2 c n c n c 2 ) c 1
531898,C C ( C ) ( C ) N c 1 c c ( Cl ) n c c 1 C O > A_ClCCl,C C ( C ) ( C ) N c 1 c c ( Cl ) n c c 1 C = O
67261,Br Br . O c 1 c c c ( O C ( F ) ( F ) C ( F ) Br ) c c 1 > A_ClC(Cl)Cl,O c 1 c c c ( O C ( F ) ( F ) C ( F ) Br ) c c 1 Br
234169,C = C C ( = O ) Cl . C C C C C C C C C C C C C C C C O > A_c1ccccc1,C = C C ( = O ) O C C C C C C C C C C C C C C C C
645590,N c 1 c c c ( [N+] ( = O ) [O-] ) c ( N ) c 1 > A_CO A_CCOC(C)=O A_[Pd],N c 1 c c c ( N ) c ( N ) c 1
412847,C O C ( = O ) c 1 c c c c ( Cl ) c 1 N > A_C1CCOC1 A_[H-] A_[Li+],N c 1 c ( Cl ) c c c c 1 C O
39271,C = C ( C ) C ( = O ) O C C 1 C O 1 . N C ( N ) = S > A_O A_CCO,C = C ( C ) C ( = O ) O C C 1 C S 1
9724,C N ( C ) N . O = N c 1 c c c c c 1 > A_CCO,C N ( C ) N = [N+] ( [O-] ) c 1 c c c c c 1
308924,C I . O c 1 c c c c c 1 - n 1 n c n n 1 > A_O A_[Na+] A_CN(C)C=O A_CCOC(C)=O A_[OH-],C N 1 C = N N ( c 2 c c c c c 2 O ) N 1
783320,O = C ( O ) c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 F > A_C1CCOC1 A_[Pd] A_[H][H],N c 1 c c c ( C ( = O ) O ) c ( F ) c 1
244637,C O C C Cl . O c 1 c c c ( Br ) c c 1 > A_O A_[Na+] A_[K+] A_CN(C)C=O A_O=C([O-])[O-],C O C C O c 1 c c c ( Br ) c c 1
666067,C O c 1 c c ( C ( = O ) O ) c c ( O C ) c 1 Br > A_O A_C1CCOC1,C O c 1 c c ( C O ) c c ( O C ) c 1 Br
772872,Br c 1 c c c ( Br ) n c 1 . C O C C O > A_C1CCOC1 A_[Na+] A_O=C([O-])O A_[H-],C O C C O c 1 c c c ( Br ) c n 1
141749,C C c 1 c n c c c 1 C . Cl c 1 c c c ( C C C Br ) c c 1 Cl >,C C c 1 c n c c c 1 C C C C c 1 c c c ( Cl ) c ( Cl ) c 1
778201,N . N # C c 1 c ( F ) c c ( Br ) c c 1 F > A_CCO,N # C c 1 c ( N ) c c ( Br ) c c 1 F
642990,C N ( C ) C = O . C O c 1 c c ( F ) c c ( O C ) c 1 >,C O c 1 c c ( F ) c ( C = O ) c ( O C ) c 1
607372,O = C ( O ) C 1 C C S ( = O ) ( = O ) C 1 > A_O A_C1CCOC1 A_[Na+] A_CN1CCOCC1,O = S 1 ( = O ) C C C ( C O ) C 1
37265,C C ( = O ) S C C ( C ) C ( = O ) O . O = C ( O ) C O > A_C1CCOC1 A_CCN(CC)CC,C C ( = O ) S C C ( C ) C ( = O ) O C ( = O ) C O
14497,Br . C C ( Br ) C N . C S ( = O ) ( = O ) Cl > A_c1ccncc1 A_CCOCC,C S ( = O ) ( = O ) N C C C Br
194025,O = [N+] ( [O-] ) c 1 c c c c c 1 N c 1 n c c c n 1 > A_CO A_CCOC(C)=O A_[H][H],N c 1 c c c c c 1 N c 1 n c c c n 1
152599,N c 1 n c ( Cl ) c ( F ) c ( Cl ) n 1 . [NH4+] > A_CCO A_[OH-],N c 1 n c ( N ) c ( F ) c ( Cl ) n 1
776697,C O C C Br . C c 1 c c c 2 c c c ( O ) c c 2 n 1 > A_O=C([O-])[O-] A_[Cs+] A_CN1CCCC1=O,C O C C O c 1 c c c 2 c c c ( C ) n c 2 c 1
108724,Br C C C Br . C C = C c 1 c c c c c 1 O >,C C = C c 1 c c c c c 1 O C C C O c 1 c c c c c 1 C = C C
114146,C [O-] . F c 1 c c ( F ) n c ( F ) n 1 > A_[Na+] A_CO,C O c 1 c c ( F ) n c ( F ) n 1
772396,C C ( C ) [Mg] Br . C O C ( = O ) c 1 c c c ( C ) c c 1 Br > A_C1CCOC1,C O C ( = O ) c 1 c c c ( C ) c c 1 C ( C ) C
304532,C = C ( C ) C . C C ( C ) ( Br ) C ( = O ) O > A_ClCCl A_O=C(O)C(F)(F)F,C C ( C ) ( C ) O C ( = O ) C ( C ) ( C ) Br
617140,C C ( C ) C O c 1 c c c ( N ) c c 1 . O = C = N C C Cl > A_CCOCC,C C ( C ) C O c 1 c c c ( N C ( = O ) N C C Cl ) c c 1
439164,C C O . O = C ( O ) c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 Cl > A_Cl,C C O C ( = O ) c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 Cl
758150,C S c 1 n c ( N ) c ( C # N ) s 1 . O . O = C O > A_O=S(=O)(O)O,C S c 1 n c 2 n c [nH] c ( = O ) c 2 s 1
46935,O = C ( Cl ) C ( Cl ) ( Cl ) Cl . O c 1 c c c ( Cl ) c c 1 >,O = C ( O c 1 c c c ( Cl ) c c 1 ) C ( Cl ) ( Cl ) Cl
72344,C N C . O = C ( Cl ) c 1 c n n 2 c c c c c 1 2 > A_ClCCl A_CCO,C N ( C ) C ( = O ) c 1 c n n 2 c c c c c 1 2
111851,C C C ( = O ) Cl . C S c 1 c c c c c 1 > A_O A_Cl A_[Cl-] A_CC(Cl)Cl,C C C ( = O ) c 1 c c c ( S C ) c c 1
289,C C ( = O ) N 1 C C N C 1 = O . N c 1 c c c c c 1 Cl >,Cl c 1 c c c c c 1 N C 1 = N C C N 1
355182,O = C ( O ) C 1 C C O C C 1 . O = C ( [O-] ) [O-] > A_[K+] A_CC(C)=O,C O C ( = O ) C 1 C C O C C 1
768145,C c 1 c c c ( Br ) c ( I ) c 1 . O = C ( C F ) C F > A_C1CCOC1 A_CCOC(C)=O,C c 1 c c c ( Br ) c ( C ( O ) ( C F ) C F ) c 1
380889,C c 1 n c c ( C = O ) n 1 C 1 C C 1 > A_Cl,O = C c 1 c n c 2 n 1 C C C C 2
58857,C C O C ( = O ) C c 1 c c ( O ) n c ( C ) n 1 > A_[Na+] A_CC(C)O,C c 1 n c ( O ) c c ( C C O ) n 1
418751,O = C 1 C C C ( c 2 c c c ( O ) c c 2 ) C C 1 > A_[Na+] A_CO A_Cl,O c 1 c c c ( C 2 C C C ( O ) C C 2 ) c c 1
586548,C N ( C C Cl ) c 1 c c c ( Br ) c c 1 N > A_O A_[K+] A_CN(C)C=O A_O=C([O-])[O-],C N 1 C C N c 2 c c ( Br ) c c c 2 1
64713,C S ( = O ) ( = O ) Cl . O C C 1 C C C C O 1 > A_ClCCl A_CCN(CC)CC,C S ( = O ) ( = O ) O C C 1 C C C C O 1
148018,C C ( = O ) C N . O = C ( O ) C ( F ) ( F ) F > A_ClCCl A_Cl,C C ( = O ) C N C ( = O ) C ( F ) ( F ) F
617723,C O C ( = O ) C 1 ( C ( = O ) O ) C C 1 > A_O A_C1CCOC1 A_[Na+] A_Cl A_CCN(CC)CC,C O C ( = O ) C 1 ( C O ) C C 1
573517,C C O . O = C ( O ) c 1 c c c ( - n 2 c c c n 2 ) c c 1 > A_O=S(=O)(O)O,C C O C ( = O ) c 1 c c c ( - n 2 c c c n 2 ) c c 1
900965,C c 1 c c c ( - c 2 c n c c n 2 ) c ( C ( = O ) O ) c 1 >,C c 1 c c c ( - c 2 n c c n 2 C ) c ( C ( = O ) O ) c 1
334079,C O c 1 c c c ( Br ) c n 1 . O = C c 1 c c c c n 1 > A_C1CCOC1 A_[Cl-] A_[NH4+] A_[Li]CCCC,C O c 1 c c c ( C ( O ) c 2 c c c c n 2 ) c n 1
443929,C c 1 c c c ( Br ) n n 1 . O = C 1 C C C ( = O ) N 1 Br > A_ClC(Cl)(Cl)Cl,Br C c 1 c c c ( Br ) n n 1
444670,C = C C Br . O = C c 1 c c c ( O ) c c 1 O > A_[K+] A_O=C([O-])[O-] A_[Br-] A_CCCC[N+](CCCC)(CCCC)CCCC,C = C C O c 1 c c ( O ) c c c 1 C = O
717129,N C ( = O ) c 1 n [nH] c 2 c 1 C C C 2 > A_[Na+] A_CC#N A_[Cl-],N # C c 1 n [nH] c 2 c 1 C C C 2
246085,C O c 1 c ( C ) c c ( C ) c c 1 C C C ( = O ) O > A_O A_[Cl-] A_O=S(Cl)Cl,C O c 1 c ( C ) c c ( C ) c 2 c 1 C C C 2 = O
19885,N c 1 c c c c 2 c c c c c 1 2 . O c 1 c c c c ( O ) c 1 >,O c 1 c c c c ( N c 2 c c c c 3 c c c c c 2 3 ) c 1
753798,N c 1 c c ( Cl ) c c n 1 . O = C C Cl > A_[Na+] A_CCO A_O=C([O-])O,Cl c 1 c c n 2 c c n c 2 c 1
268368,C c 1 c c 2 [nH] n c c 2 c c 1 C # N > A_O A_C1CCOC1 A_[Na+] A_CO A_[OH-] A_[H-] A_[Li+],C c 1 c c 2 [nH] n c c 2 c c 1 C N
160378,C O c 1 c c ( C = O ) c c ( Cl ) c 1 O > A_ClCCl,O = C c 1 c c ( O ) c ( O ) c ( Cl ) c 1
716846,N # C C C ( = O ) C 1 C C 1 ( F ) F . N N > A_CCO,N c 1 c c ( C 2 C C 2 ( F ) F ) [nH] n 1
767312,C O C ( = O ) C n 1 c ( Br ) n c ( Br ) c 1 Br > A_[Na+] A_CO A_[OH-],O = C ( O ) C n 1 c ( Br ) n c ( Br ) c 1 Br
669948,O = S ( = O ) ( O ) O . O C [C@H] 1 O C = C [C@@H] ( O ) [C@@H] 1 O >,O = C C [C@@H] ( O ) [C@H] ( O ) [C@H] ( O ) C O
584203,N # C Br . O C C 1 C C N C C 1 > A_O A_[Na+] A_ClCCl A_O=C([O-])O,N # C N 1 C C C ( C O ) C C 1
224078,C C N c 1 c c c ( Br ) c c 1 . O C C C C C C Br > A_O A_CCN(C(C)C)C(C)C,C C N ( C C C C C C O ) c 1 c c c ( Br ) c c 1
534540,O = C c 1 c c c c c 1 . S C C C S > A_CCOCC A_ClC(Cl)Cl,c 1 c c c ( C 2 S C C C S 2 ) c c 1
373722,C c 1 c s c ( Cl ) c 1 N c 1 n c 2 c s c c 2 [nH] 1 > A_O A_[Na+] A_Cl A_O=C([O-])O,C c 1 c s c ( Cl ) c 1 N c 1 n c 2 c s c c 2 [nH] 1
412411,C C C I . C n 1 c ( = O ) c c ( Cl ) [nH] c 1 = O > A_O A_[K+] A_CN(C)C=O A_O=C([O-])[O-],C C C n 1 c ( Cl ) c c ( = O ) n ( C ) c 1 = O
21155,C C ( = O ) O C ( C ) = O . N c 1 c c c c n 1 > A_O A_Cc1ccccc1C,C C ( = O ) N c 1 c c c c n 1
890751,C C ( C ) [Mg] Cl . O = C c 1 c c c ( - c 2 c c o c 2 ) n c 1 >,C C ( C ) C ( O ) c 1 c c c ( - c 2 c c o c 2 ) n c 1
55073,C C C N 1 C C N C C 1 . O = C ( Cl ) C ( Cl ) Cl > A_[K+] A_O=C([O-])[O-] A_CC#N,C C C N 1 C C N ( C ( = O ) C ( Cl ) Cl ) C C 1
248505,C C C = C C ( C = O ) ( C C ) C S c 1 c c c c c 1 C O > A_ClCCl,C C C = C C ( C = O ) ( C C ) C S c 1 c c c c c 1 C = O
829611,C O c 1 c c c c c 1 C C ( C ) C C ( = O ) Cl > A_ClCCl A_[Cl-],C O c 1 c c c c 2 c 1 C C ( C ) C C 2 = O
899332,Cl c 1 c c 2 n c c n c 2 c ( Cl ) n 1 . N C C C N > A_CO,N C C C N c 1 n c ( Cl ) c c 2 n c c n c 1 2
525060,C 1 C O C C N 1 . C N 1 N = C ( Cl ) C = C ( Cl ) N 1 > A_ClCCl,C N 1 N = C ( Cl ) C = C ( N 2 C C O C C 2 ) N 1
745959,C N 1 C C C 2 ( C ) C C 1 C C c 1 c c c c c 1 2 > A_[Na+] A_ClCCl A_O=C([O-])O A_ClCCCl,C C 1 2 C C N C ( C C c 3 c c c c c 3 1 ) C 2
210381,C = C C Br . O C c 1 c c c ( O ) c c 1 > A_[K+] A_O=C([O-])[O-] A_CCOC(C)=O A_CCCCCC,C = C C O c 1 c c c ( C O ) c c 1
234477,N # C c 1 c c c ( C ( = O ) O ) c n 1 . O = C ( [O-] ) [O-] > A_[K+] A_CC(C)=O,C O C ( = O ) c 1 c c c ( C # N ) n c 1
407470,O = C c 1 c c ( C ( = O ) O ) c s 1 > A_O A_[Na+] A_CCO,O = C ( O ) c 1 c s c ( C O ) c 1
598583,C C O C ( = O ) [C@H] ( C ) O . O c 1 c c c ( F ) c c 1 > A_C1CCOC1 A_c1ccc(P(c2ccccc2)c2ccccc2)cc1,C C O C ( = O ) [C@@H] ( C ) O c 1 c c c ( F ) c c 1
447682,N # C c 1 c c c ( Br ) c c 1 F . O c 1 c c c c c 1 > A_[Na+] A_CN(C)C=O A_[OH-] A_[H-],N # C c 1 c c c ( Br ) c c 1 O c 1 c c c c c 1
644138,N # C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 O > A_C1CCOC1 A_CO A_[Pd],N # C c 1 c c c ( N ) c c 1 O
159593,C O . C O c 1 c c c c ( C ( = O ) O ) c 1 O . [I-] > A_[Na+] A_[OH-] A_CCOCC,C O C ( = O ) c 1 c c ( I ) c c ( O C ) c 1 O
533016,O = C 1 C O C C N 1 C C O C c 1 c c c c c 1 > A_CCO A_[Pd],O = C 1 C O C C N 1 C C O
346781,C C ( C ) ( C O ) C O . O = C c 1 c c c ( Br ) c c 1 > A_Cc1ccccc1 A_Cc1ccc(S(=O)(=O)O)cc1,C C 1 ( C ) C O C ( c 2 c c c ( Br ) c c 2 ) O C 1
91089,N C C ( O ) C O . O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 F > A_CCOC(C)=O A_CS(C)=O,O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 N C C ( O ) C O
49742,C O c 1 c c c ( Cl ) c ( [N+] ( = O ) [O-] ) c 1 Cl > A_CCO,C O c 1 c c c ( Cl ) c ( N ) c 1 Cl
835218,Br c 1 c n c c ( Br ) c 1 . C O C [C@@H] 1 C C C N 1 > A_[Na+] A_[Pd] A_CC(C)(C)[O-],C O C [C@@H] 1 C C C N 1 c 1 c n c c ( Br ) c 1
34429,C C O C ( = O ) c 1 c ( C ) o c ( C ) c 1 C > A_[Na+] A_[H-] A_CCOCC A_O=S(=O)([O-])[O-] A_[Li+] A_[Mg+2],C c 1 o c ( C ) c ( C O ) c 1 C
14759,C C ( = O ) N c 1 n c 2 c c c c c 2 n c 1 N > A_CC(=O)O,C c 1 n c 2 n c 3 c c c c c 3 n c 2 [nH] 1
276874,C 1 C O C C N 1 . O = C ( C Cl ) c 1 c c c ( Cl ) c c 1 Cl > A_CN(C)C=O,O = C ( C N 1 C C O C C 1 ) c 1 c c c ( Cl ) c c 1 Cl
207149,C C ( = O ) Cl . N C ( C ( = O ) O ) c 1 c c c s 1 > A_CO,C O C ( = O ) C ( N ) c 1 c c c s 1
512783,C C c 1 c c c ( F ) c c 1 . C O B ( O C ) O C > A_C1CCOC1 A_[Na+] A_CC(=O)O A_CCOCC,C C c 1 c c c ( F ) c ( O ) c 1
527646,C C ( C ) O c 1 c ( Cl ) c c c c 1 C O > A_c1ccccc1,C C ( C ) O c 1 c ( Cl ) c c c c 1 C = O
52855,C C ( C ) ( C ) [Mg] Cl . O = C ( Cl ) C 1 C C C 1 > A_Cl A_CCOCC,C C ( C ) ( C ) C ( = O ) C 1 C C C 1
126986,Cl C C C Br . c 1 c c c ( C 2 C C N C C 2 ) c c 1 > A_[K+] A_O=C([O-])[O-] A_CC#N,Cl C C C N 1 C C C ( c 2 c c c c c 2 ) C C 1
435986,N c 1 c c c s 1 . O = [N+] ( [O-] ) c 1 c c c c c 1 F >,O = [N+] ( [O-] ) c 1 c c c c c 1 N c 1 c c c s 1
740959,C C ( C ) ( C ) [Si] ( C ) ( C ) O [C@H] 1 C = C [C@@H] ( O ) C 1 > A_CCOC(C)=O A_[OH-],C C ( C ) ( C ) [Si] ( C ) ( C ) O [C@H] 1 C C [C@@H] ( O ) C 1
50817,C N C ( = N C C S ) N C # N . C c 1 [nH] c n c 1 C S > A_[Na+] A_Cl A_[OH-] A_II,C N C ( = N C C S S C c 1 n c [nH] c 1 C ) N C # N
430659,C [Si] ( C ) ( C ) C # C c 1 c c 2 c c c c c 2 o 1 > A_O A_[K+] A_CO A_O=C([O-])[O-],C # C c 1 c c 2 c c c c c 2 o 1
619456,C 1 C C O C 1 . C c 1 c c ( Cl ) n c ( N ) n 1 > A_[Na+] A_[H-],C c 1 c c ( C C C 2 C C C N 2 C ) n c ( N ) n 1
595520,C N C C c 1 c c c c c 1 . O = C ( Cl ) C Cl > A_ClCCl A_CCN(CC)CC,C N ( C C c 1 c c c c c 1 ) C ( = O ) C Cl
358728,C C O . O = C ( O ) C C c 1 c c c c ( O ) c 1 > A_[Na+] A_O=C([O-])[O-] A_O=S(=O)(O)O,C C O C ( = O ) C C c 1 c c c c ( O ) c 1
21642,C = C C Br . O c 1 c c c c ( Cl ) c 1 Cl > A_[K+] A_CN(C)C=O A_O=C([O-])[O-],C = C C O c 1 c c c c ( Cl ) c 1 Cl
806801,C C ( = O ) c 1 c c c ( Cl ) c ( [N+] ( = O ) [O-] ) c 1 . [Br-] > A_C1CCOC1 A_[Br-],O = C ( C Br ) c 1 c c c ( Cl ) c ( [N+] ( = O ) [O-] ) c 1
572349,C C [S-] . O = [N+] ( [O-] ) c 1 c c c c c 1 C Br > A_O A_[Na+] A_CN(C)C=O,C C S C c 1 c c c c c 1 [N+] ( = O ) [O-]
554856,C C ( = O ) Cl . C O c 1 c c c c c 1 N > A_CCN(CC)CC,C O c 1 c c c c c 1 N C ( C ) = O
